tempo,et_h_smr,vento_smr,vd_smr,vmax_smr,temp_min_smr,temp_media_smr,temp_max_smr,umin_smr,umax_smr,u_r_smr,prec_smr,rad_smr,watertable
38724.0,0.3,4.0,360.0,9.2,-5.7,-3.6,-0.9,67.0,100.0,88.0,0.0,,
38725.0,0.2,6.0,45.0,10.2,-6.6,-4.7,-3.8,89.0,100.0,95.0,0.0,,
38726.0,0.2,8.3,45.0,12.3,-9.0,-7.2,-5.2,74.0,100.0,90.0,0.0,,
38727.0,0.4,10.0,360.0,13.1,-8.2,-5.4,-1.1,55.0,95.0,73.0,0.0,,
38728.0,0.5,6.3,45.0,9.8,-6.4,-3.7,1.0,42.0,80.0,62.0,0.0,,
38729.0,0.5,8.3,45.0,12.2,-6.2,-3.2,1.1,38.0,83.0,52.0,0.0,,
38730.0,0.4,10.0,45.0,12.2,-7.5,-5.7,-1.4,37.0,87.0,56.0,0.0,,
38731.0,0.4,9.9,45.0,14.1,-7.9,-5.1,0.0,25.0,48.0,36.0,0.0,,
38732.0,0.2,6.5,90.0,9.1,-9.6,-7.5,-5.6,48.0,100.0,78.0,0.0,,
38733.0,0.3,2.2,225.0,4.2,-8.1,-6.2,-4.1,86.0,100.0,95.0,0.0,,
38734.0,0.4,5.4,225.0,9.1,-4.1,-1.4,0.2,66.0,96.0,89.0,34.2,,
38735.0,0.4,13.0,315.0,16.0,0.2,1.5,3.1,51.0,90.0,75.0,11.5,,
38736.0,0.6,4.6,90.0,14.7,-1.8,0.1,4.4,31.0,66.0,53.0,0.1,,
38737.0,0.7,4.7,225.0,6.9,-1.4,1.2,5.9,30.0,76.0,41.0,0.0,,
38738.0,0.5,6.1,270.0,8.4,-1.7,0.3,2.9,56.0,86.0,75.0,0.0,,
38739.0,0.4,12.7,45.0,19.4,-5.5,-3.2,-1.0,57.0,88.0,73.0,0.0,,
38740.0,0.3,15.9,45.0,20.1,-11.7,-8.5,-5.3,60.0,90.0,77.0,0.0,,
38741.0,0.1,10.6,45.0,22.1,-12.0,-10.9,-9.4,48.0,88.0,66.0,0.0,,
38742.0,0.5,8.1,360.0,22.9,-11.8,-6.9,-1.4,21.0,48.0,34.0,0.0,,
38743.0,0.3,11.8,180.0,22.8,-8.4,-7.1,-4.7,39.0,99.0,82.0,12.7,,
38744.0,0.4,14.2,180.0,19.0,-5.2,-3.5,-1.6,71.0,100.0,88.0,21.5,,
38745.0,0.3,9.1,135.0,13.5,-0.8,0.1,1.1,68.0,99.0,86.0,2.1,,
38746.0,0.3,9.3,90.0,12.3,0.4,1.0,1.9,87.0,98.0,93.0,3.8,,
38747.0,0.4,9.2,45.0,16.8,0.2,1.0,2.5,83.0,99.0,91.0,0.1,,
38748.0,0.8,10.1,45.0,16.7,-0.9,1.9,6.4,44.0,92.0,65.0,1.1,,
38749.0,0.8,10.6,45.0,17.6,1.6,3.9,7.8,28.0,57.0,41.0,0.3,,
38750.0,0.9,3.9,225.0,6.0,1.5,4.5,8.9,34.0,52.0,41.0,0.0,,
38751.0,0.7,4.9,225.0,9.1,-0.7,1.2,4.7,53.0,86.0,64.0,0.0,,
38752.0,0.6,7.0,360.0,16.3,-2.7,-0.5,2.4,67.0,95.0,83.0,0.0,,
38753.0,0.4,21.4,360.0,29.9,-9.3,-6.2,-2.7,46.0,98.0,72.0,0.0,,
38754.0,0.4,6.9,180.0,13.6,-10.0,-7.9,-4.4,47.0,71.0,58.0,0.0,,
38755.0,0.7,6.3,315.0,9.9,-9.2,-3.1,2.3,41.0,69.0,55.0,0.0,,
38756.0,0.5,5.9,225.0,7.3,-2.5,-0.7,1.4,40.0,90.0,68.0,0.3,,
38757.0,0.7,3.5,270.0,6.5,-4.2,-1.5,3.1,32.0,81.0,56.0,0.0,,
38758.0,0.5,2.0,180.0,3.8,-6.2,-3.9,-1.0,27.0,60.0,48.0,0.0,,
38759.0,0.6,7.0,45.0,14.7,-7.8,-4.8,-0.8,30.0,48.0,41.0,0.0,,
38760.0,0.7,2.5,270.0,5.5,-9.0,-5.0,0.1,23.0,59.0,44.0,0.0,,
38761.0,0.7,1.9,270.0,4.2,-8.0,-4.2,1.4,35.0,78.0,53.0,0.0,,
38762.0,0.7,4.9,225.0,6.9,-6.3,-2.1,2.0,32.0,84.0,58.0,0.0,,
38763.0,0.5,8.9,270.0,14.3,-1.3,0.1,1.7,71.0,98.0,84.0,8.1,,
38764.0,0.6,7.1,270.0,10.5,1.0,2.8,4.0,74.0,90.0,85.0,20.7,,
38765.0,0.5,5.7,225.0,7.2,1.0,1.9,3.4,52.0,90.0,78.0,1.9,,
38766.0,0.6,5.4,225.0,12.9,0.5,1.4,3.4,58.0,93.0,82.0,9.8,,
38767.0,0.7,10.2,180.0,23.0,-1.3,1.5,2.9,74.0,100.0,81.0,18.2,,
38768.0,0.5,4.6,225.0,12.8,-1.0,-0.3,1.1,89.0,100.0,97.0,25.0,,
38769.0,0.5,7.0,180.0,18.7,-3.1,-1.9,0.0,92.0,100.0,100.0,10.9,,
38770.0,0.6,2.6,225.0,6.0,-2.9,-1.4,0.8,86.0,100.0,99.0,0.9,,
38771.0,0.4,10.7,45.0,16.2,-3.3,-2.2,-1.4,99.0,100.0,100.0,0.0,,
38772.0,0.3,12.5,45.0,18.7,-5.1,-4.5,-3.5,93.0,100.0,99.0,0.9,,
38773.0,0.5,2.4,225.0,5.3,-4.6,-3.3,-1.3,92.0,100.0,100.0,0.0,,
38774.0,0.7,3.5,225.0,5.9,-4.9,-1.9,0.9,79.0,100.0,94.0,0.0,,
38775.0,0.5,5.4,45.0,8.2,-5.2,-3.7,-1.6,83.0,100.0,96.0,0.0,,
38776.0,0.7,1.8,270.0,3.6,-9.3,-4.9,-1.1,72.0,100.0,92.0,0.1,,
38777.0,0.7,2.4,225.0,4.6,-7.4,-3.9,-0.4,50.0,100.0,82.0,0.0,,
38778.0,0.6,3.2,225.0,4.7,-6.7,-4.8,-1.9,65.0,100.0,90.0,0.6,,
38779.0,0.9,7.7,225.0,13.3,-4.5,-0.1,1.9,64.0,95.0,86.0,26.1,,
38780.0,0.5,8.2,270.0,12.3,1.2,2.1,2.8,84.0,95.0,90.0,25.5,,
38781.0,0.9,8.1,270.0,12.2,-4.1,1.0,2.7,87.0,100.0,95.0,59.6,,
38782.0,0.5,11.3,45.0,21.7,-7.6,-5.9,-3.8,74.0,100.0,93.0,0.3,,
38783.0,0.6,2.2,180.0,4.5,-7.7,-5.6,-2.7,30.0,100.0,68.0,0.0,,
38784.0,0.9,5.9,225.0,10.1,-7.2,-2.8,1.1,35.0,93.0,69.0,0.0,,
38785.0,1.4,6.2,225.0,8.2,-1.4,3.0,7.4,49.0,94.0,79.0,0.1,,
38786.0,1.0,4.7,225.0,7.5,-2.6,0.8,3.2,75.0,100.0,90.0,26.5,,
38787.0,0.6,5.4,180.0,8.9,-4.0,-2.7,-0.9,73.0,100.0,91.0,0.0,,
38788.0,0.8,11.8,45.0,22.3,-9.3,-5.7,-1.9,33.0,100.0,82.0,1.8,,
38789.0,0.8,19.3,360.0,26.4,-9.6,-5.2,-2.1,30.0,92.0,63.0,0.0,,
38790.0,1.0,4.1,315.0,7.4,-4.4,-1.8,2.3,46.0,97.0,65.0,0.0,,
38791.0,1.2,2.0,225.0,6.0,-4.6,-0.6,4.4,52.0,100.0,83.0,0.0,,
38792.0,0.5,6.0,45.0,11.6,-3.7,-2.8,-1.6,93.0,100.0,98.0,0.0,,
38793.0,1.1,2.9,270.0,6.2,-3.9,-1.6,2.9,63.0,100.0,84.0,0.2,,
38794.0,1.1,2.5,180.0,3.8,-4.6,-1.6,2.4,50.0,92.0,70.0,0.0,,
38795.0,0.8,3.1,135.0,7.0,-3.0,-1.5,1.2,57.0,93.0,71.0,0.0,,
38796.0,1.3,3.1,225.0,5.6,-1.8,1.9,5.3,66.0,99.0,84.0,0.7,,
38797.0,0.5,4.5,225.0,5.9,2.2,2.7,3.1,77.0,98.0,93.0,50.9,,
38798.0,0.6,5.0,45.0,12.2,0.8,1.4,2.2,87.0,100.0,97.0,0.2,,
38799.0,1.0,2.9,360.0,4.4,0.8,2.3,4.7,80.0,97.0,90.0,0.0,,
38800.0,0.9,4.1,225.0,8.4,0.0,1.3,3.5,79.0,100.0,92.0,5.2,,
38801.0,1.3,4.3,270.0,5.6,0.1,2.8,5.8,70.0,99.0,82.0,0.3,,
38802.0,1.9,7.3,225.0,9.9,1.9,6.0,10.8,43.0,93.0,65.0,0.0,,
38803.0,1.6,6.0,225.0,8.2,4.6,6.7,10.2,60.0,87.0,72.0,0.0,,
38804.0,1.1,7.5,225.0,11.6,3.5,4.6,6.9,53.0,96.0,82.0,3.6,,
38805.0,1.3,6.8,225.0,10.2,1.9,3.8,6.6,36.0,75.0,54.0,0.0,,
38806.0,1.2,6.6,225.0,9.4,1.8,3.7,5.7,53.0,86.0,69.0,0.0,,
38807.0,1.4,6.9,225.0,8.9,4.1,5.8,8.4,67.0,83.0,77.0,0.0,,
38808.0,1.8,3.7,225.0,8.6,3.3,6.2,10.1,60.0,98.0,77.0,1.0,,
38809.0,1.7,3.5,270.0,8.3,3.2,5.7,9.3,64.0,92.0,77.0,0.0,,
38810.0,2.0,4.7,270.0,8.9,1.2,5.8,10.6,41.0,76.0,61.0,0.1,,
38811.0,2.0,2.8,225.0,7.5,0.2,5.2,9.9,35.0,66.0,49.0,0.0,,
38812.0,1.1,5.2,225.0,9.2,2.8,4.2,5.9,36.0,95.0,71.0,1.3,,
38813.0,1.3,3.9,225.0,7.5,-1.9,1.3,3.8,90.0,100.0,96.0,9.3,,
38814.0,1.7,3.3,180.0,6.8,-3.6,0.4,5.6,54.0,100.0,79.0,0.0,,
38815.0,1.7,3.9,225.0,7.5,-0.4,3.2,7.0,58.0,91.0,77.0,0.0,,
38816.0,1.6,7.6,225.0,18.7,3.2,5.7,8.4,61.0,90.0,74.0,0.0,,
38817.0,1.9,10.4,180.0,16.3,0.3,5.7,8.6,70.0,90.0,82.0,3.3,,
38818.0,0.8,5.5,315.0,15.2,-2.4,-1.5,-0.1,59.0,100.0,81.0,1.4,,
38819.0,1.7,1.6,180.0,5.1,-2.1,1.3,5.7,48.0,90.0,67.0,0.1,,
38820.0,1.9,3.9,315.0,8.3,-1.0,3.6,7.8,29.0,57.0,44.0,0.0,,
38821.0,2.2,6.2,225.0,10.5,3.8,7.4,11.5,31.0,60.0,42.0,0.0,,
38822.0,1.7,5.8,225.0,9.2,4.7,6.6,9.8,52.0,91.0,66.0,1.9,,
38823.0,1.6,4.8,225.0,6.6,4.5,6.1,9.0,68.0,94.0,82.0,0.1,,
38824.0,2.2,1.8,180.0,3.5,3.7,6.5,11.2,60.0,100.0,81.0,0.1,,
38825.0,0.8,13.5,45.0,19.7,2.8,3.6,4.4,91.0,99.0,95.0,9.7,,
38826.0,1.5,6.4,360.0,16.1,2.3,4.4,6.6,76.0,91.0,84.0,0.1,,
38827.0,2.0,2.1,45.0,3.2,2.7,5.2,9.6,54.0,90.0,76.0,6.9,,
38828.0,2.1,2.8,90.0,4.1,2.9,5.7,10.2,56.0,87.0,74.0,8.2,,
38829.0,2.5,2.1,225.0,6.4,3.6,8.1,12.5,34.0,74.0,52.0,0.0,,
38830.0,2.4,2.3,225.0,4.9,5.6,8.9,12.9,34.0,53.0,42.0,0.0,,
38831.0,2.8,4.1,135.0,5.7,5.6,9.9,14.8,40.0,71.0,57.0,0.0,,
38832.0,2.8,3.6,135.0,4.9,5.3,9.2,14.6,47.0,93.0,71.0,2.3,,
38833.0,2.0,2.9,45.0,5.9,5.4,7.3,10.7,57.0,96.0,80.0,6.5,,
38834.0,1.7,4.9,45.0,9.0,4.3,5.9,8.7,70.0,100.0,88.0,2.2,,
38835.0,1.0,6.3,45.0,11.2,4.4,5.0,6.1,95.0,100.0,98.0,5.5,,
38836.0,1.5,1.7,90.0,3.2,4.3,5.6,7.7,87.0,100.0,98.0,3.2,,
38837.0,0.9,1.4,90.0,2.9,3.4,4.0,4.9,98.0,100.0,99.0,4.2,,
38838.0,1.8,1.9,45.0,3.5,3.4,5.7,8.2,88.0,100.0,94.0,0.1,,
38839.0,1.9,2.1,180.0,3.6,3.8,6.1,9.0,65.0,91.0,81.0,0.4,,
38840.0,2.2,5.3,360.0,13.8,4.4,7.3,10.5,70.0,96.0,81.0,0.0,,
38841.0,2.4,7.8,360.0,9.9,3.6,7.2,10.9,60.0,87.0,74.0,0.0,,
38842.0,2.1,6.5,45.0,9.8,3.0,6.1,9.1,53.0,87.0,69.0,0.0,,
38843.0,2.4,4.1,90.0,6.3,3.0,6.9,10.6,44.0,83.0,65.0,0.0,,
38844.0,2.4,1.7,135.0,4.5,3.8,7.0,10.8,54.0,90.0,76.0,0.0,,
38845.0,2.0,3.2,180.0,10.5,5.2,7.6,10.1,62.0,91.0,77.0,2.1,,
38846.0,1.7,4.3,225.0,12.2,0.9,3.2,5.7,57.0,100.0,89.0,21.5,,
38847.0,2.2,7.5,45.0,11.7,0.9,4.9,8.5,72.0,98.0,85.0,0.0,,
38848.0,2.3,4.4,360.0,11.5,3.1,5.7,9.8,64.0,99.0,81.0,5.1,,
38849.0,2.9,3.8,180.0,7.1,4.1,9.0,13.3,38.0,70.0,56.0,0.0,,
38850.0,2.5,5.1,225.0,7.8,5.2,8.6,12.1,41.0,93.0,56.0,1.8,,
38851.0,2.3,6.6,270.0,8.7,5.8,7.9,11.4,65.0,94.0,79.0,0.0,,
38852.0,3.0,2.2,270.0,2.9,6.1,10.5,14.6,51.0,80.0,63.0,0.0,,
38853.0,3.2,4.5,225.0,8.1,7.8,12.1,16.2,50.0,74.0,60.0,0.0,,
38854.0,3.3,4.0,225.0,6.4,10.1,14.0,18.0,44.0,74.0,53.0,0.0,,
38855.0,3.5,3.8,270.0,7.0,12.3,15.4,20.1,42.0,58.0,50.0,0.0,,
38856.0,2.7,6.6,270.0,9.5,10.0,13.0,15.7,38.0,72.0,54.0,0.0,,
38857.0,1.7,10.0,225.0,16.7,8.0,9.3,10.9,44.0,85.0,70.0,0.0,,
38858.0,2.1,7.6,225.0,10.7,8.8,10.2,12.8,56.0,83.0,67.0,0.0,,
38859.0,3.2,5.8,225.0,8.1,9.8,13.1,17.2,47.0,69.0,58.0,0.0,,
38860.0,3.2,9.7,270.0,11.9,8.1,11.5,16.0,44.0,90.0,63.0,7.7,,
38861.0,2.6,5.1,225.0,8.9,5.7,8.7,12.2,60.0,90.0,76.0,2.9,,
38862.0,3.1,2.9,180.0,4.9,6.2,10.4,14.7,57.0,98.0,68.0,0.0,,
38863.0,3.8,2.9,315.0,4.9,7.2,13.0,18.1,46.0,76.0,61.0,0.0,,
38864.0,3.7,3.2,270.0,7.3,12.3,15.8,20.3,36.0,66.0,47.0,0.0,,
38865.0,3.7,4.9,225.0,7.4,11.7,15.8,20.1,36.0,64.0,45.0,0.0,,
38866.0,2.9,2.6,225.0,4.0,10.5,13.2,16.2,41.0,81.0,61.0,0.0,,
38867.0,2.9,5.8,360.0,13.8,-0.6,4.7,10.6,57.0,100.0,84.0,10.7,,
38868.0,2.1,8.5,45.0,15.7,0.3,3.1,6.8,38.0,97.0,64.0,0.2,,
38869.0,2.1,7.7,45.0,19.8,1.2,3.6,7.3,40.0,91.0,66.0,0.0,,
38870.0,1.8,10.6,90.0,16.6,-1.3,1.0,4.3,72.0,100.0,90.0,6.4,,
38871.0,2.3,6.0,135.0,8.7,1.6,5.5,8.3,42.0,72.0,55.0,0.0,,
38872.0,2.7,2.7,270.0,5.2,4.6,8.5,11.8,35.0,62.0,48.0,0.0,,
38873.0,2.5,5.4,225.0,6.6,5.9,8.5,11.9,39.0,76.0,57.0,0.4,,
38874.0,2.6,2.7,315.0,9.2,4.6,7.4,11.3,56.0,84.0,72.0,7.3,,
38875.0,2.4,4.7,45.0,9.7,3.8,6.5,10.1,42.0,94.0,63.0,3.9,,
38876.0,2.7,2.1,45.0,7.6,3.9,7.6,11.2,44.0,74.0,57.0,0.0,,
38877.0,2.6,6.2,45.0,9.7,4.5,7.8,11.2,44.0,72.0,55.0,0.0,,
38878.0,3.3,1.6,45.0,5.1,4.5,10.4,14.4,38.0,81.0,52.0,0.0,,
38879.0,2.7,7.1,45.0,13.9,5.9,9.8,12.5,39.0,82.0,64.0,0.0,,
38880.0,2.8,9.9,45.0,15.0,6.7,9.7,13.2,54.0,66.0,59.0,0.0,,
38881.0,4.1,2.2,45.0,6.8,7.1,13.6,18.8,38.0,71.0,51.0,0.0,,
38882.0,3.8,2.2,225.0,4.0,11.4,15.6,19.8,26.0,69.0,41.0,0.0,,
38883.0,3.9,2.0,225.0,2.9,12.3,16.0,20.5,25.0,44.0,33.0,0.0,,
38884.0,3.2,5.5,225.0,9.3,13.2,15.9,19.0,28.0,60.0,39.0,0.0,,
38885.0,3.8,3.6,225.0,6.7,13.8,17.3,21.1,37.0,59.0,49.0,0.0,,
38886.0,3.6,4.2,225.0,9.5,15.5,17.8,21.7,29.0,43.0,38.0,0.0,,
38887.0,3.6,5.5,225.0,8.3,14.7,18.3,21.2,31.0,49.0,40.0,0.0,,
38888.0,4.1,2.3,270.0,3.8,16.8,20.1,24.2,35.0,58.0,41.0,0.0,,
38889.0,3.9,1.8,225.0,3.8,17.4,20.0,24.1,26.0,42.0,36.0,0.0,,
38890.0,3.4,4.0,225.0,5.7,15.7,18.6,21.2,26.0,40.0,32.0,0.0,,
38891.0,3.7,3.1,360.0,7.4,14.8,18.0,21.6,34.0,79.0,54.0,0.0,,
38892.0,3.9,4.1,180.0,6.9,14.4,18.3,22.1,49.0,75.0,63.0,0.0,,
38893.0,4.2,6.2,180.0,12.5,15.1,19.3,23.5,41.0,75.0,55.0,0.0,,
38894.0,4.2,2.1,225.0,4.8,15.2,19.0,23.6,38.0,56.0,46.0,0.0,,
38895.0,4.3,2.1,225.0,3.8,14.9,19.7,23.8,30.0,47.0,38.0,0.0,,
38896.0,3.9,3.3,270.0,5.8,17.9,20.9,24.3,31.0,42.0,38.0,0.0,,
38897.0,3.9,4.9,180.0,11.9,13.7,17.6,21.5,44.0,82.0,62.0,0.0,,
38898.0,4.2,2.6,45.0,4.1,13.6,17.6,22.4,42.0,75.0,57.0,0.0,,
38899.0,4.1,1.5,90.0,2.4,13.4,17.8,22.0,47.0,76.0,58.0,0.0,,
38900.0,3.7,3.0,315.0,8.0,11.4,16.0,19.7,60.0,93.0,74.0,0.0,,
38901.0,3.8,2.8,180.0,11.9,11.1,15.6,19.7,61.0,91.0,74.0,0.0,,
38902.0,3.6,3.1,360.0,8.3,11.9,15.6,19.6,61.0,88.0,73.0,0.0,,
38903.0,4.2,3.0,180.0,6.6,11.2,16.6,21.1,56.0,86.0,70.0,0.0,,
38904.0,4.1,8.2,180.0,15.1,11.5,15.6,20.9,55.0,95.0,72.0,2.5,,
38905.0,2.8,2.6,180.0,5.9,9.5,11.6,15.2,78.0,99.0,90.0,16.5,,
38906.0,2.8,5.7,360.0,9.2,9.6,12.6,15.4,74.0,100.0,85.0,0.0,,
38907.0,3.7,3.2,45.0,7.1,10.6,15.2,19.0,60.0,95.0,78.0,0.0,,
38908.0,3.7,7.4,45.0,11.2,12.8,16.7,20.6,56.0,86.0,67.0,0.0,,
38909.0,4.0,7.2,45.0,13.7,13.4,17.9,21.8,49.0,76.0,63.0,0.0,,
38910.0,3.4,6.0,45.0,14.9,15.3,18.3,21.3,52.0,76.0,60.0,0.0,,
38911.0,3.2,5.2,45.0,11.4,14.2,16.3,20.0,59.0,84.0,74.0,6.3,,
38912.0,3.5,4.4,45.0,8.4,13.7,17.1,20.4,55.0,80.0,67.0,0.4,,
38913.0,3.4,5.0,45.0,8.9,13.5,16.7,20.1,54.0,72.0,63.0,0.0,,
38914.0,3.6,1.9,45.0,4.6,12.6,16.4,20.1,52.0,76.0,63.0,0.0,,
38915.0,3.6,2.1,45.0,3.6,12.2,15.5,20.0,46.0,77.0,59.0,0.0,,
38916.0,3.9,4.3,45.0,10.5,11.7,16.0,20.9,32.0,58.0,46.0,0.0,,
38917.0,4.8,2.8,45.0,6.6,11.3,17.8,24.0,20.0,60.0,43.0,0.0,,
38918.0,4.7,1.8,45.0,3.1,14.6,20.0,25.7,18.0,53.0,35.0,0.0,,
38919.0,4.3,1.1,270.0,2.5,16.3,20.5,25.3,34.0,68.0,52.0,0.0,,
38920.0,4.4,0.8,90.0,1.3,16.6,20.6,25.6,28.0,69.0,55.0,0.0,,
38921.0,4.2,2.1,45.0,4.4,15.5,18.2,24.3,50.0,90.0,69.0,2.9,,
38922.0,3.5,1.9,45.0,5.2,14.4,17.8,21.2,64.0,98.0,78.0,1.0,,
38923.0,3.7,3.0,45.0,5.9,14.9,18.3,22.3,59.0,87.0,74.0,9.1,,
38924.0,3.8,2.0,360.0,6.3,15.1,17.6,23.1,46.0,83.0,73.0,10.7,,
38925.0,3.7,1.6,225.0,3.8,14.7,17.4,22.4,60.0,84.0,76.0,5.4,,
38926.0,4.1,2.6,225.0,5.4,15.1,19.2,24.1,47.0,88.0,64.0,0.0,,
38927.0,3.7,3.0,270.0,4.2,12.5,15.9,21.2,55.0,91.0,74.0,5.5,,
38928.0,3.7,1.8,45.0,3.6,13.2,17.5,21.5,57.0,89.0,72.0,0.0,,
38929.0,3.7,2.2,225.0,5.3,15.4,18.6,23.2,51.0,80.0,65.0,8.6,,
38930.0,2.8,5.0,225.0,7.2,15.7,17.7,20.6,64.0,81.0,70.0,2.1,,
38931.0,3.0,2.8,225.0,5.5,12.2,15.1,18.5,73.0,98.0,88.0,8.4,,
38932.0,2.9,8.0,225.0,10.3,6.8,11.8,14.7,72.0,100.0,86.0,10.4,,
38933.0,3.1,4.3,315.0,11.3,6.5,11.2,15.5,34.0,67.0,54.0,0.0,,
38934.0,3.0,2.6,315.0,4.7,8.2,11.0,16.0,54.0,78.0,67.0,3.8,,
38935.0,3.3,2.5,225.0,4.9,8.1,11.9,17.5,41.0,87.0,67.0,5.5,,
38936.0,3.5,1.5,315.0,2.8,9.8,14.5,19.4,38.0,81.0,56.0,0.0,,
38937.0,2.9,4.2,45.0,8.4,10.7,13.7,17.3,37.0,78.0,58.0,0.0,,
38938.0,2.8,8.6,45.0,13.9,8.7,12.5,15.9,48.0,73.0,59.0,0.0,,
38939.0,3.0,3.8,45.0,9.0,8.0,11.9,16.6,50.0,89.0,69.0,0.0,,
38940.0,2.3,2.5,225.0,4.7,8.9,10.7,14.0,70.0,98.0,83.0,6.2,,
38941.0,2.3,3.1,270.0,5.2,6.0,8.6,12.2,84.0,99.0,94.0,25.9,,
38942.0,2.5,3.5,225.0,7.6,6.2,9.9,13.1,54.0,90.0,73.0,4.6,,
38943.0,1.8,6.0,225.0,10.2,7.2,9.0,11.0,55.0,95.0,77.0,13.3,,
38944.0,2.4,6.3,225.0,12.4,8.5,11.8,14.4,48.0,78.0,60.0,0.0,,
38945.0,1.9,11.7,225.0,21.7,11.4,12.9,14.8,50.0,86.0,75.0,0.7,,
38946.0,2.5,7.9,225.0,13.9,12.9,14.9,18.0,64.0,79.0,73.0,1.7,,
38947.0,2.1,5.7,270.0,11.9,13.2,14.4,16.9,44.0,77.0,61.0,0.2,,
38948.0,2.9,6.3,180.0,12.2,11.6,15.1,18.9,50.0,84.0,67.0,1.1,,
38949.0,2.4,4.0,270.0,7.5,12.6,15.2,17.7,41.0,80.0,59.0,0.0,,
38950.0,2.5,2.2,225.0,4.1,10.5,13.3,16.7,50.0,81.0,65.0,0.0,,
38951.0,3.0,1.8,225.0,3.7,10.4,14.2,18.7,55.0,83.0,69.0,0.0,,
38952.0,2.9,1.6,180.0,2.9,10.6,14.3,18.8,55.0,84.0,68.0,0.0,,
38953.0,2.6,3.6,225.0,7.5,10.9,13.7,17.3,56.0,83.0,68.0,0.0,,
38954.0,2.6,4.1,225.0,8.9,8.0,12.2,15.9,35.0,98.0,65.0,6.6,,
38955.0,2.2,2.4,225.0,4.1,8.2,11.0,14.3,67.0,98.0,84.0,2.0,,
38956.0,2.3,2.5,315.0,6.0,8.9,11.5,15.0,66.0,90.0,78.0,5.0,,
38957.0,2.4,5.9,225.0,14.3,9.2,12.2,15.8,56.0,81.0,69.0,0.0,,
38958.0,2.1,4.1,225.0,9.8,10.6,12.7,15.4,55.0,88.0,73.0,0.3,,
38959.0,2.2,3.4,315.0,6.8,6.5,9.3,13.2,31.0,100.0,53.0,0.1,,
38960.0,2.7,1.6,45.0,2.8,6.3,10.9,16.0,32.0,75.0,46.0,0.0,,
38961.0,2.7,1.0,360.0,2.1,8.0,12.2,17.2,36.0,76.0,54.0,0.0,,
38962.0,2.9,0.9,225.0,2.0,9.1,13.2,18.5,39.0,80.0,58.0,0.0,,
38963.0,3.0,2.2,270.0,5.5,10.4,15.0,19.9,40.0,66.0,55.0,0.0,,
38964.0,3.3,2.2,315.0,4.9,13.6,18.1,23.2,42.0,68.0,55.0,0.0,,
38965.0,3.2,2.0,315.0,4.5,15.3,19.1,24.2,38.0,61.0,52.0,0.0,,
38966.0,3.3,2.0,180.0,6.1,14.9,18.8,24.5,55.0,86.0,67.0,0.0,,
38967.0,3.0,2.5,180.0,6.2,15.3,18.5,23.4,46.0,75.0,58.0,0.0,,
38968.0,2.9,3.3,45.0,5.3,11.0,14.6,20.4,60.0,96.0,76.0,22.7,,
38969.0,2.3,7.3,45.0,10.5,7.3,11.6,15.5,63.0,96.0,78.0,0.0,,
38970.0,2.6,4.0,45.0,7.1,6.6,11.1,16.6,41.0,68.0,52.0,0.0,,
38971.0,2.6,1.1,45.0,1.6,9.0,13.0,18.2,37.0,87.0,55.0,0.0,,
38972.0,2.0,1.0,180.0,2.3,10.8,12.9,16.4,62.0,92.0,79.0,0.0,,
38973.0,2.1,4.7,180.0,12.0,10.6,12.9,16.6,68.0,92.0,81.0,0.0,,
38974.0,1.4,13.9,135.0,18.3,11.0,12.0,14.1,76.0,100.0,91.0,53.7,,
38975.0,1.5,9.5,180.0,16.9,10.5,12.4,14.1,72.0,98.0,88.0,50.4,,
38976.0,1.7,4.8,45.0,8.6,8.7,10.2,13.6,78.0,99.0,93.0,35.3,,
38977.0,0.7,3.8,180.0,5.7,7.9,8.3,9.1,97.0,100.0,99.0,18.6,,
38978.0,2.1,2.9,315.0,5.1,7.1,10.6,14.8,65.0,99.0,86.0,0.2,,
38979.0,1.8,1.0,225.0,2.4,8.7,11.1,14.5,64.0,95.0,81.0,3.6,,
38980.0,2.1,1.1,135.0,3.6,8.8,11.9,16.1,59.0,94.0,80.0,0.0,,
38981.0,2.1,1.0,45.0,2.7,9.0,12.0,16.7,56.0,97.0,79.0,0.0,,
38982.0,2.2,2.3,315.0,4.7,9.4,12.8,17.7,51.0,86.0,71.0,0.0,,
38983.0,2.0,6.0,45.0,8.4,6.4,10.9,14.7,64.0,96.0,78.0,0.0,,
38984.0,1.9,4.3,180.0,7.7,6.1,10.5,14.1,59.0,92.0,76.0,0.0,,
38985.0,1.2,10.4,180.0,17.6,8.0,9.7,11.3,86.0,100.0,92.0,24.4,,
38986.0,1.0,6.8,45.0,11.4,7.2,8.4,9.6,85.0,100.0,96.0,28.2,,
38987.0,1.3,9.9,45.0,12.5,8.7,10.0,12.3,69.0,87.0,80.0,0.0,,
38988.0,1.8,4.3,45.0,11.9,8.2,11.0,15.0,62.0,96.0,77.0,0.0,,
38989.0,1.9,2.3,225.0,5.4,8.7,11.3,15.9,50.0,92.0,73.0,0.0,,
38990.0,1.5,2.8,225.0,5.6,8.2,11.1,13.7,58.0,96.0,81.0,0.0,,
38991.0,1.1,5.0,225.0,6.5,10.6,11.8,13.1,72.0,94.0,88.0,0.0,,
38992.0,0.8,5.9,270.0,10.5,11.4,12.0,12.7,75.0,91.0,87.0,0.0,,
